Id,TagName,Count,ExcerptPostId,WikiPostId,IsModeratorOnly,IsRequired
"3164","datagrid","34","","","",""
"3165","código-postal","8","63858","63857","",""
"3166","log4j2","6","64777","64776","",""
"3167","syslog","2","64846","64845","",""
"3170","aop","4","66807","66806","",""
"3171","recaptcha","46","64004","64003","",""
"3172","padrão-dao","40","64773","64772","",""
"3175","locale","15","","","",""
"3179","materialize","142","65259","65258","",""
"3180","middleware","25","64766","64765","",""
"3181","jetty","4","64757","64756","",""
"3189","scraping","35","64717","64716","",""
"3190","sftp","10","64843","64842","",""
"3193","visualg","112","104539","104538","",""
"3194","graphael","2","73970","73969","",""
"3195","ionic-popup","7","65080","65079","",""
"3204","dtd","3","73844","73843","",""
"3205","cuda","4","65602","65601","",""
"3206","opencl","2","65604","65603","",""
"3208","sql-server-localdb","7","65797","65796","",""
"3209","tortoisegit","4","73617","73616","",""
"3210","mailer","9","","","",""
"3211","web-scraping","189","136249","136248","",""
"3213","google-adsense","4","71937","71936","",""
"3214","api-youtube","6","","","",""
"3215","mime-type","21","71931","71930","",""
"3216","opensuse","4","","","",""
"3219","phonegap-buillder","21","","","",""
"3220","local-notification","5","","","",""
"3223","typeahead","15","","","",""
"3224","rich-snippets","2","67854","67853","",""
"3225","google-plus","5","73615","73614","",""
"3227","guzzle","22","73621","73620","",""
"3228","node.js","2696","90001","90000","",""
"3233","basic","8","67852","67851","",""
"3234","jms","5","73613","73612","",""
"3242","programação-dinâmica","8","73609","73608","",""
"3247","django-queryset","43","","","",""
"3248","mandrill","1","67847","67846","",""
"3249","homebrew","2","74280","74279","",""
"3252","annotation","53","","","",""
"3254","reflexão","123","68814","68813","",""
"3255","django-templates","124","447626","447625","",""
"3257","admob","43","69601","69600","",""
"3258","publicidade","5","69603","69602","",""
"3261","dsp","5","73611","73610","",""
"3263","google-translate","5","71935","71934","",""
"3267","balanceamento-carga","2","","","",""
"3268","wicket","3","73600","73599","",""
"3269","inner","53","","","",""
"3270","android-sdk","20","73603","73602","",""
"3271","webcam","11","","","",""
"3273","onblur","6","69415","69414","",""
"3274","textview","67","195210","195209","",""
"3275","owl-carousel","44","","","",""
"3281","codeblocks","54","73495","73494","",""
"3282","allegro","17","200007","200006","",""
"3283","html5-video","67","71080","71079","",""
"3284","cmake","25","73598","73597","",""
"3287","django-generic-views","4","","","",""
"3288","workspace","6","75307","75306","",""
"3289","hammerjs","2","74274","74273","",""
"3291","anúncio","8","","","",""
"3292","button","209","248132","248131","",""
"3293","flat-ui","3","73863","73862","",""
"3294","onsen","3","","","",""
"3296","embarcadero","15","","","",""
"3298","eai","1","73846","73845","",""
"3299","esb","3","73853","73852","",""
"3300","redimensionamento","23","","","",""
"3302","iscroll5","1","70492","70491","",""
"3303","cufon","2","70586","70585","",""
"3305","multi-core","3","","","",""
"3307","visual-studio-2015","206","112402","112401","",""
"3313","breadcrumbs","4","71058","71057","",""
"3319","viewport","13","71259","71258","",""
"3321","máquina-de-estado","4","","","",""
"3322","redirect","30","","","",""
"3324","libvlc","2","71939","71938","",""
"3327","facebook-sdk","372","102107","102106","",""
"3328","jspdf","37","228078","228077","",""
"3329","log4net","5","71426","71425","",""
"3331","itext","22","362268","362267","",""
"3337","redips.drag","2","71716","71715","",""
"3339","for","486","73867","73866","",""
"3343","horizontal","7","","","",""
"3344","inputstream","14","","","",""
"3346","qcamera","2","","","",""
"3347","e-commerce","54","73851","73850","",""
"3359","html-meta-tag","49","72818","72817","",""
"3360","owl","6","","","",""
"3365","camel-case","9","73635","73634","",""
"3367","exploit","3","73856","73855","",""
"3368","jade","20","","","",""
"3369","docker","307","72853","72852","",""
"3370","ini","14","74292","74291","",""
"3372","j","1","80877","80876","",""
"3373","integridade","2","","","",""
"3374","persistência","55","294433","294432","",""
"3375","parse.com","14","73198","73197","",""
"3379","interoperabilidade","12","74297","74296","",""
"3380","spring-tools-suite","7","73264","73263","",""
"3381","spring-boot","659","154182","154181","",""
"3383","resharper","13","","","",""
"3387","rtmpdump","2","73783","73782","",""
"3388","sweetalert","23","","","",""
"3389","microcontroladores-8bits","2","73733","73732","",""
"3390","multimedia","2","","","",""
"3392","dwoo","2","74327","74326","",""
"3395","servlet-3","9","73978","73977","",""
"3396","lumen","30","74892","74891","",""
"3402","visual-studio-online","5","","","",""
"3404","carousel","87","518532","518531","",""
"3407","restfb","1","74427","74426","",""
"3409","destrutor","8","","","",""
"3411","alert","52","146297","146296","",""
"3417","jmf","1","75469","75468","",""
"3418","axis2","4","","","",""
"3420","carga-preguiçosa","1","75668","75667","",""
"3421","carga-antecipada","1","75662","75661","",""
"3425","vpn","11","75811","75810","",""
"3427","google-cloud-messaging","11","","","",""
"3428","cakephp-3","68","78070","78069","",""
"3430","coleção","11","77965","77964","",""
"3433","django-filter","6","","","",""
"3434","c++-builder","12","","","",""
"3441","variáveis-de-ambiente","25","417080","417079","",""
"3445","genymotion","13","","","",""
"3448","bootsfaces","6","","","",""
"3451","visual-studio-code","336","77457","77456","",""
"3452","navigation-drawer","51","147439","147438","",""
"3454","double","43","448187","448186","",""
"3455","app.config","23","","","",""
"3456","jtextarea","17","172263","172262","",""
"3457","settimeout","25","","","",""
"3459","task","46","77912","77911","",""
"3465","sharedpreferences","46","380769","380768","",""
"3468","iptables","4","","","",""
"3470","spl","6","78581","78580","",""
"3471","metroframework","7","78578","78577","",""
"3473","babel","22","","","",""
"3475","html2canvas","13","78771","78770","",""
"3476","do-while","30","","","",""
"3480","microsoft-edge","14","79968","79967","",""
"3484","moq","12","80272","80271","",""
"3486","war","5","","","",""
"3487","build","65","","","",""
"3496","componentes","66","","","",""
"3497","chartjs","107","226725","226724","",""
"3500","jboss-weld","5","80846","80845","",""
"3502","yaml","18","80883","80882","",""
"3503","indução-de-tipo","3","81056","81055","",""
"3504","ashx","3","","","",""
"3505","quickreport","5","","","",""
"3506","append","43","","","",""
"3507","cardinalidade","10","306749","306748","",""
"3508","webgrid","11","81168","81167","",""
"3510","windows-10","55","","","",""
"3511",".net-compiler-platform","5","","","",""
"3512","modal","312","118397","118396","",""
"3516","sybase","15","","","",""
"3517","dapper","57","81637","81636","",""
"3518","ontologia","4","","","",""
"3523","css-animations","45","","","",""
"3531","timespan","9","","","",""
"3532","requisição","54","","","",""
"3536","jstl","21","359553","359552","",""
"3543","custom-post-types","17","","","",""
"3544","automapper","39","254291","254290","",""
"3547","static","54","","","",""
"3548","entidade-relacionamento","51","83099","83098","",""
"3552","indexeddb","13","","","",""
"3553","angular-module","24","","","",""
"3556","ícone-de-bandeja","2","","","",""
"3558","body","12","","","",""
"3559","footer","21","","","",""
"3561","testcase","2","","","",""
"3562","phpunit","33","186921","186920","",""
"3564","nuget","42","209489","209488","",""
"3565","powerpanel","2","","","",""
"3566","cocos2dx","1","84109","84108","",""
"3569","asp.net-mvc-helper","8","84160","84159","",""
"3570","input-type-date","2","84182","84181","",""
"3572","mediawiki","1","100942","100941","",""
"3573","jdk","33","","","",""
"3575","hadoop","13","236309","236308","",""
"3576","t4","6","85358","85357","",""
"3579","npm","213","286115","286114","",""
"3589","métodos-mágicos","6","","","",""
"3590","php-7","194","86253","86252","",""
"3592","dataset","44","","","",""
"3596","user-agent","8","","","",""
"3598","angular-routes","75","","","",""
"3601","flexslider","9","","","",""
"3602","branch","24","","","",""
"3608","app-hibrido","9","","","",""
"3609","iterator","55","","","",""
"3610","url-amigavel","12","","","",""
"3615","globalização","8","354433","354432","",""
"3617","tcp","24","","","",""
"3619","dispose","15","","","",""
"3620","apache-tiles","3","","","",""
"3621","md6","1","87334","87333","",""
"3622","jax-rs","26","","","",""
"3633","caracteres","51","","","",""
"3634","castle-windsor","2","","","",""
"3638","drawer-layout","6","","","",""
"3641","spl-autoloader-register","6","","","",""
"3642","minificação","16","","","",""
"3650","reprodutor-de-video","31","92701","92700","",""
"3651","sdn","3","","","",""
"3654","vuforia","2","","","",""
"3658","firefox-extensão","12","255760","255759","",""
"3660","prepared-statement","19","","","",""
"3661","jwt","98","310174","310173","",""
"3662","modularização","15","","","",""
"3663","spring-jpa","105","166342","166341","",""
"3666","dnx","3","","","",""
"3667","bem","5","","","",""
"3669","selenium-webdriver","422","90343","90342","",""
"3673","application-service","5","","","",""
"3677","diretivas-de-compilação","15","183769","183768","",""
"3679","internet","13","","","",""
"3682","routing","11","","","",""
"3683","processwire","2","90678","90677","",""
"3686","php-domxpath","7","","","",""
"3689","h2database","17","437037","437036","",""
"3691","ui-router","20","","","",""
"3693","countdown","11","","","",""
"3696","sourcetree","5","","","",""
"3700","decimal","62","","","",""
"3701","nesbox","2","","","",""
"3702","css-seletores","16","","","",""
"3707","arraylist","276","156071","156070","",""
"3708","loopback","3","91979","91978","",""
"3710","nan","16","536001","536000","",""
"3724","token","78","185646","185645","",""
"3725","scope","27","","","",""
"3727","slf4j","4","","","",""
"3728","jboss-modules","2","","","",""
"3729","edi","4","93361","93360","",""
"3732","factory","10","","","",""
"3734","cucumber","23","","","",""
"3737","default","11","","","",""
"3744","phalcon-php","7","164222","164221","",""
"3749","tradução","13","","","",""
"3754","tuple","17","","","",""
"3756","resteasy","6","","","",""
"3759","apache-storm","1","95505","95504","",""
"3761","microcontrolador","10","95002","95001","",""
"3765","emberjs","10","95125","95124","",""
"3766","valor-monetário","35","145875","145874","",""
"3769","prototypejs","5","","","",""
"3771","php-cpp","5","","","",""
"3772","software","18","","","",""
"3774","stmt","2","","","",""
"3778","localhost","70","","","",""
"3783","jni","10","135980","135979","",""
"3791","newline","4","","","",""
"3796","electron","88","101379","101378","",""
"3802","delphi-xe8","50","130237","130236","",""
"3807","extension","6","","","",""
"3810","entrada-de-dados","37","","","",""
"3813","php-cli","5","233606","233605","",""
"3827","artisan","30","98293","98292","",""
"3828","binding","40","","","",""
"3833","forms-authentication","12","98983","98982","",""
"3836","morris","3","","","",""
"3837","font-awesome","37","","","",""
"3838","text","48","","","",""
"3845","easyphp","14","99645","99644","",""
"3847","microdata","2","99701","99700","",""
"3848","thumbnail","22","190927","190926","",""
"3854","datapicker","19","","","",""
"3855","setinterval","31","309164","309163","",""
"3859","mpdf","75","","","",""
"3861","métodos-estáticos","32","","","",""
"3864","markdown","24","375280","375279","",""
"3868","retrofit","84","107987","107986","",""
"3871","abot","2","101408","101407","",""
"3876","dql","6","","","",""
"3877","pycharm","74","368038","368037","",""
"3882","biginteger","7","","","",""
"3883","using","23","","","",""
"3892","xamarin-studio","11","103851","103850","",""
"3894","bind","10","","","",""
"3899","stylus","11","288255","288254","",""
"3902","rtsp","5","","","",""
"3907","lollipop","4","","","",""
"3908","okhttp","13","","","",""
"3909","vitamio","1","102291","102290","",""
"3916","selectize.js","2","102449","102448","",""
"3918","pubcenter","2","","","",""
"3919","construct-2","10","112297","112296","",""
"3926","operador-lógico","10","","","",""
"3928","getjson","19","","","",""
"3929","ddl","3","","","",""
"3938","engenharia-reversa","14","159525","159524","",""
"3949","rvest","18","136374","136373","",""
"3965","android-service","33","147805","147804","",""
"3975","kotlin","246","106364","106363","",""
"3982","fluentvalidation","6","106936","106935","",""
"3984","unity-5","73","113194","113193","",""
"3985","angularjs-factorys","9","","","",""
"3992","rotação","13","113192","113191","",""
"3993","composição","19","","","",""
"3994","princípio-liskov","2","","","",""
"3995","magic-quotes-gpc","2","107627","107626","",""
"4001","plugin-wordpress","99","447237","447236","",""
"4002","django-admin","35","","","",""
"4007","c++14","27","113190","113189","",""
"4008","firemonkey","88","291596","291595","",""
"4010","profiling","5","","","",""
"4020","lwjgl","4","113185","113184","",""
"4021","select-limit","11","","","",""
"4022","inicialização","27","","","",""
"4023","tabela-temporária","10","","","",""
"4025","load","30","","","",""
"4028","imageview","57","","","",""
"4034","tablelayout","4","","","",""
"4035","span","8","","","",""
"4038","plpgsql","20","175847","175846","",""
"4041","ng-controller","6","109693","109692","",""
"4047","json.net","14","","","",""
"4048","https","101","374870","374869","",""
"4054","txt","191","113182","113181","",""
"4056","psr","6","111103","111102","",""
"4061",".exe","37","113178","113177","",""
"4062","alamofire","18","111241","111240","",""
"4063","alamofireimage","1","111243","111242","",""
"4064","pyopengl","8","111256","111255","",""
"4067","julia","7","111381","111380","",""
"4068","meteor","20","","","",""
"4075","octal","3","112724","112723","",""
"4080","lightbox","18","","","",""
"4081","maskmoney","16","","","",""
"4082","ember-data","1","112311","112310","",""
"4083","asp.net-web-api-2","14","","","",""
"4090","semantic-ui","13","","","",""
"4092","validator","18","","","",""
"4094","case","51","","","",""
"4104","analise-léxica","7","114907","114906","",""
"4105","summernote","13","113633","113632","",""
"4106","smart-pointer","6","","","",""
"4107","w3.css","3","113807","113806","",""
"4109","brainfuck","2","114905","114904","",""
"4112","regra-de-negócio","14","","","",""
"4114","itunes","6","","","",""
"4116","usb","9","116550","116549","",""
"4119","sublime-text-3","28","","","",""
"4121","django-1.9","4","","","",""
"4125","autohotkey","6","","","",""
"4133","with","7","","","",""
"4134","pagedlist","5","115013","115012","",""
"4136","w3c-validador","12","","","",""
"4141","timepicker","10","","","",""
"4143","event-dispatch-thread","6","121739","121738","",""
"4146","fabrio.io","1","115542","115541","",""
"4153","sql-server-2000","1","116173","116172","",""
"4156","handler","9","","","",""
"4158","watch","4","","","",""
"4161","padding","10","","","",""
"4166","posix","14","","","",""
"4169","uwp","61","195932","195931","",""
"4170","scenebuilder","15","","","",""
"4171","fxml","18","","","",""
"4174","php-doc","2","","","",""
"4175","php-document","3","","","",""
"4177","oracle11g","102","184222","184221","",""
"4178","asp.net-core","646","144046","144045","",""
"4179","semantic-versioning","3","149450","149449","",""
"4181","actionscript","7","195079","195078","",""
"4183","joptionpane","20","198735","198734","",""
"4190","booleano","65","193539","193538","",""
"4193","sistemas-distribuídos","18","","","",""
"4197","primefaces-5.2","18","","","",""
"4199","fetchall","4","","","",""
"4200","feed","7","172383","172382","",""
"4203","compass","5","","","",""
"4204","bootstrap","450","145734","145733","",""
"4207","swingworker","8","119548","119547","",""
"4208","angular-material","85","354441","354440","",""
"4210","ado","9","130296","130295","",""
"4211","outlook","25","","","",""
"4212","assinatura","8","","","",""
"4215","selected-option","15","","","",""
"4217","teste-de-mesa","3","","","",""
"4220","library","25","","","",""
"4224","scaffold","18","120765","120764","",""
"4230","visibilidade","16","296143","296142","",""
"4238","pgadmin","22","","","",""
"4242","promises","129","121759","121758","",""
"4243","ngroute","8","","","",""
"4245","threadpool","9","","","",""
"4249","angular2-directives","5","","","",""
"4256","angular-chart","4","","","",""
"4260","pechkin","3","122424","122423","",""
"4263","procedural","8","","","",""
"4282","each","16","","","",""
"4283","option","28","","","",""
"4284","blog","17","","","",""
"4285","gitlab","54","151446","151445","",""
"4294","prototipação","4","123340","123339","",""
"4295","when","10","","","",""
"4297","host","18","","","",""
"4301","nodemailer","20","","","",""
"4302","onedrive","4","124299","124298","",""
"4305","libgdx","12","","","",""
"4309","android-databinding","6","124489","124488","",""
"4312","partial","7","","","",""
"4313","pagespeed-insights","11","212500","212499","",""
"4315","id","55","","","",""
"4316","symfony3","5","126344","126343","",""
"4322","patch","4","","","",""
"4327","ionic2","215","184682","184681","",""
"4329","realmdb","15","195082","195081","",""
"4335","pixels","12","","","",""
"4338",".net-core","162","388589","388588","",""
"4339","dataannotations","33","126504","126503","",""
"4340","robots.txt","11","581165","581164","",""
"4346","assert","11","","","",""
"4348","zoom","15","","","",""
"4357","virtualenv","27","355901","355900","",""
"4362","jbutton","27","186997","186996","",""
"4364","física","7","150653","150652","",""
"4368","android-xml","51","172934","172933","",""
"4369","flexbox","111","356043","356042","",""
"4370","openlayers","3","135012","135011","",""
"4372","delphi-10","84","130445","130444","",""
"4375","contains","9","","","",""
"4378","jpanel","13","136983","136982","",""
"4390","programação-estruturada","42","136981","136980","",""
"4391","cgi","8","135006","135005","",""
"4397","rhino","2","","","",""
"4399","viewpager","10","","","",""
"4402","inappbrowser","6","","","",""
"4405","tablemodel","13","134987","134986","",""
"4406","openlayers-3","5","","","",""
"4410","postgis","12","541276","541275","",""
"4411","chromium","16","137138","137137","",""
"4414","dbset","3","137245","137244","",""
"4417","hack","4","216670","216669","",""
"4418","xdebug","16","","","",""
"4419","android-ndk","13","136634","136633","",""
"4421","sns","2","136946","136945","",""
"4424","clang","8","","","",""
"4425","tabela-verdade","5","137254","137253","",""
"4427","zlib","1","137442","137441","",""
"4431","q.js","1","137877","137876","",""
"4437","void","16","","","",""
"4438","snake-case","2","","","",""
"4441","key-value","3","","","",""
"4442","icons","36","","","",""
"4443","bookmarklet","3","453074","453073","",""
"4444","notifyicon","6","","","",""
"4448","kcfinder","4","","","",""
"4450","viewmodel","32","","","",""
"4451","momentjs","38","447220","447219","",""
"4455","querybuilder","21","","","",""
"4456","hangfire","7","140849","140848","",""
"4457","chosen-jquery-plugin","8","","","",""
"4464","fullpage.js","4","","","",""
"4465","slideshow","14","","","",""
"4470","react-native","713","186709","186708","",""
"4474","floating","3","","","",""
"4476","ciência-da-computação","82","150982","150981","",""
"4487","android-camera","44","145728","145727","",""
"4491","firebird-2.5","24","","","",""
"4493","sql-server-express","21","146291","146290","",""
"4494","delphi-2010","9","150979","150978","",""
"4495","cartão-de-crédito","2","150974","150973","",""
"4496","dados-hierárquicos","11","379243","379242","",""
"4499","webstorm","4","","","",""
"4504","uiviewcontroller","4","","","",""
"4506","clojure","12","146464","146463","",""
"4509","vue.js","752","146651","146650","",""
"4510","event-listener","30","","","",""
"4511","ejs","42","","","",""
"4513","d","1","147220","147219","",""
"4514","desserialização","42","147096","147095","",""
"4516","pyside","13","151116","151115","",""
"4519","k-means","8","147475","147474","",""
"4522","ng-animate","3","147608","147607","",""
"4524","checksum","8","150665","150664","",""
"4525",".net-assembly","13","226389","226388","",""
"4526","xamarin-forms","229","149108","149107","",""
"4527","dpi","3","150989","150988","",""
"4529","ansi","9","235507","235506","",""
"4530","padrão-de-texto","6","","","",""
"4531","identity-server","3","","","",""
"4532","google-location-api","11","148184","148183","",""
"4533","android-intent","42","148263","148262","",""
"4536","pyqt","57","159400","159399","",""
"4539","android-permission","36","148531","148530","",""
"4540","file-permission","19","148581","148580","",""
"4548","neo4j","12","199437","199436","",""
"4551","npgsql","14","193126","193125","",""
"4554","api-key","5","149260","149259","",""
"4559","reshape","7","","","",""
"4561","ícone","7","","","",""
"4567","android-notification","50","150266","150265","",""
"4571","fatorial","22","150660","150659","",""
"4575","range","32","150971","150970","",""
"4578","utf8-decode","11","","","",""
"4582","android-adapter","117","151341","151340","",""
"4583","collapse","29","","","",""
"4584","html5-canvas","11","","","",""
"4586","cortana","1","151860","151859","",""
"4598","voip","3","","","",""
"4599","sip","5","","","",""
"4603","gridlookupedit","1","152379","152378","",""
"4606","powerbi","54","161019","161018","",""
"4610","swagger","27","197583","197582","",""
"4617","alertdialog","27","","","",""
"4620","baas","2","153286","153285","",""
"4621","entity-framework-core","150","189523","189522","",""
"4624","union","25","427685","427684","",""
"4625","android-context","9","156110","156109","",""
"4626","android-recyclerview","115","172349","172348","",""
"4627","datetime-local","6","374543","374542","",""
"4629","component","40","","","",""
"4630","router","21","","","",""
"4631","angular-ui","4","","","",""
"4632","angular-ui-bootstrap","13","154105","154104","",""
"4636","android-alarmmanager","26","","","",""
"4638","progress-4gl","10","155314","155313","",""
"4639","sendgrid","6","","","",""
"4643","bison","2","","","",""
"4648","angular2-http","8","","","",""
"4649","linkagem","9","","","",""
"4661","image","65","","","",""
"4665","cordova-plugin","66","186904","186903","",""
"4666","cortex-a","3","","","",""
"4667","make","10","","","",""
"4668","microsserviços","44","160794","160793","",""
"4679","pyqt-4","17","","","",""
"4684","cygwin","2","","","",""
"4685","msys2","5","","","",""
"4687","clock","5","","","",""
"4688","cpu","17","296475","296474","",""
"4689","jlist","3","","","",""
"4691","replace","101","160349","160348","",""
"4692","soapclient","20","","","",""
"4696","angularjs-components","8","","","",""
"4702","background-image","30","","","",""
"4703","nasm","13","161897","161896","",""
"4715","python-requests","94","","","",""
"4716","jcombobox","26","162246","162245","",""
"4721","animate","7","","","",""
"4722","css-transform","9","","","",""
"4727","jmenu","6","220431","220430","",""
"4728","memo","5","","","",""
"4729","confirm","2","","","",""
"4742","memory-leaks","12","201323","201322","",""
"4744","simple-injector","12","163591","163590","",""
"4748","geometria-computacional","2","","","",""
"4749","android-webview","28","","","",""
"4751","qxorm","1","164036","164035","",""
"4753","python2exe","2","","","",""
"4754","delphi-berlin","17","164206","164205","",""
"4755","parsley","4","","","",""
"4757","react-dom","32","165843","165842","",""
"4758","webhook","11","164678","164677","",""
"4759","postman","57","164676","164675","",""
"4760","monogame","2","164867","164866","",""
"4764","style","30","","","",""
"4768","dropdownlist","29","","","",""
"4770","shiny","41","176240","176239","",""
"4771","simpledateformat","18","373515","373514","",""
"4772","partialview","12","","","",""
"4780","mask-plugin","3","","","",""
"4784","jsx","42","480882","480881","",""
"4785","swift-3","42","195039","195038","",""
"4786","self","8","","","",""
"4790","active-model-serializers","4","","","",""
"4792","rowsorter","5","167232","167231","",""
"4793","nativescript","10","","","",""
"4794","gulpfile","6","","","",""
"4797","jdialog","10","168013","168012","",""
"4802","paradox","4","","","",""
"4810","mormot","7","","","",""
"4820","react-router","70","","","",""
"4825","glmer","5","","","",""
"4836","codeigniter-3","58","","","",""
"4837","jpg","6","","","",""
"4838","harbour","8","","","",""
"4853","model","55","","","",""
"4855","passport-js","17","171430","171429","",""
"4860","sed","31","","","",""
"4861","legenda-de-gráfico","9","","","",""
"4865","vxml","1","172186","172185","",""
"4868","uiwebview","3","","","",""
"4879","mathematica","3","","","",""
"4881","apache-cordova","520","173168","173167","",""
"4883","inphinit","5","220534","220533","",""
"4886","pug","9","","","",""
"4893","putty","3","547694","547693","",""
"4896","realtime-database","44","","","",""
"4897","jlabel","17","207077","207076","",""
"4901","gpgpu","2","","","",""
"4909","love2d","5","175365","175364","",""
"4911","thymeleaf","86","175488","175487","",""
"4913","wowza","1","176015","176014","",""
"4918","linkedhashmap","1","176143","176142","",""
"4920","poppler","2","176285","176284","",""
"4921","break","17","","","",""
"4922","reconhecimento-de-voz","19","","","",""
"4929","import","53","","","",""
"4931","flex","4","","","",""
"4943","codeigniter-2","7","","","",""
"4944","response","23","","","",""
"4949","angularfire","6","","","",""
"4950","dry","6","209713","209712","",""
"4951","const","9","","","",""
"4959","jmeter","9","281490","281489","",""
"4960","j2me","2","","","",""
"4970","playlist","2","","","",""
"4974","embed","12","","","",""
"4983","elastic-beanstalk","9","","","",""
"4986","service-worker","20","","","",""
"4987","pwa","41","263273","263272","",""
"4996","img","43","","","",""
"5001","www","5","","","",""
"5010","xeditable","3","","","",""
"5013","input-mask","15","","","",""
"5016","homestead","6","","","",""
"5019","asterisk","5","274994","274993","",""
"5021","yarn","27","182724","182723","",""
"5022","intellitrace","2","","","",""
"5023","natural-language","4","","","",""
"5024","chatbot","41","388313","388312","",""
"5034","nicedit","2","","","",""
"5035","xcode-8","3","","","",""
"5036","debug-histórico","2","185396","185395","",""
"5038","scrollto","4","","","",""
"5039","psql","10","","","",""
"5044","offset","8","","","",""
"5045","mkdir","8","","","",""
"5046","sqlite-studio","8","185581","185580","",""
"5047","angular-views","2","","","",""
"5055","código-fonte","6","","","",""
"5059","xamarin.portable","3","","","",""
"5061","interop","4","","","",""
"5065","fluent-api","63","186769","186768","",""
"5072","telegram","9","388572","388571","",""
"5073","telegram-bot","18","388576","388575","",""
"5077","passagem-por-valor","8","187871","187870","",""
"5078","strategy-pattern","6","","","",""
"5080","backgroundworker","6","","","",""
"5081","diagrama-de-classes","10","","","",""
"5082","multiplicidade","2","","","",""
"5083","amp","3","489952","489951","",""
"5085","http-status-404","18","248315","248314","",""
"5086","slimframwork","3","","","",""
"5088","full-text","7","","","",""
"5093","visual-studio-2017","119","193146","193145","",""
"5096","texto","42","270071","270070","",""
"5098","sobrescrita","13","","","",""
"5099","margin","11","190748","190747","",""
"5100","jit","3","193176","193175","",""
"5101","web-component","10","","","",""
"5107","kendo-asp.net-mvc","3","","","",""
"5109","geckodriver","8","","","",""
"5112","blockchain","6","531798","531797","",""
"5116","slice","14","","","",""
"5118","bootgrid","7","","","",""
"5123","xdocument","2","","","",""
"5128","máquina-virtual","12","192952","192951","",""
"5130","pyqt-5","57","192955","192954","",""
"5133","marshalling","2","192963","192962","",""
"5135","match","10","","","",""
"5139","pseudo-classes","13","193189","193188","",""
"5141","totalcross","24","193497","193496","",""
"5142","multer","21","193642","193641","",""
"5149","pooling","6","","","",""
"5151","pervasive","1","194781","194780","",""
"5153","express.js","421","237492","237491","",""
"5154","mouse","7","194923","194922","",""
"5155","glob","5","","","",""
"5158","password","32","","","",""
"5159","torrent","1","195409","195408","",""
"5165","liquibase","7","278040","278039","",""
"5166","google-storage","9","195411","195410","",""
"5167","sizeof","5","215546","215545","",""
"5168","extern","4","","","",""
"5170","userform","12","195243","195242","",""
"5171","opera","3","195407","195406","",""
"5172","pseudo-elementos","10","195303","195302","",""
"5179","ibm","7","195688","195687","",""
"5186","ancora","11","","","",""
"5187","webpack","68","195966","195965","",""
"5189","fórmula","26","","","",""
"5190","procv","13","","","",""
"5192","listbox","25","","","",""
"5194","php-7.1","11","","","",""
"5196","rxjava","7","","","",""
"5205","mustache.js","5","","","",""
"5206","overhead","2","","","",""
"5210","editor","7","","","",""
"5218","floatingactionbutton","8","","","",""
"5224","webassembly","4","204488","204487","",""
"5231","jdatechooser","4","","","",""
"5237","slimframework","29","","","",""
"5238","bits","6","","","",""
"5239","excel-vba","361","204967","204966","",""
"5250","pear","2","202365","202364","",""
"5252","numeração","6","","","",""
"5259","react","1615","374176","374175","",""
"5262","tls","12","","","",""
"5267","kml","4","","","",""
"5272","chart","34","","","",""
"5279","lita","1","203582","203581","",""
"5280","iot","12","","","",""
"5281","variável-estática","5","","","",""
"5283","graphics","23","","","",""
"5286","keyup","7","","","",""
"5289","cout","4","","","",""
"5296","deep-learning","21","","","",""
"5297","machine-learning","93","","","",""
"5298","hdf5","6","204673","204672","",""
"5301","entity-framework-v1","2","","","",""
"5302","pyodbc","7","204783","204782","",""
"5304","android-gradle","20","","","",""
"5310","jmenubar","4","","","",""
"5311","jdesktoppane","5","205355","205354","",""
"5312","monitoramento","9","","","",""
"5313","sql-server-2016","6","","","",""
"5317","rotativa","6","","","",""
"5318","malloc","56","341655","341654","",""
"5319","álgebra-booleana","16","","","",""
"5320","jdom","3","","","",""
"5323","axios","201","325703","325702","",""
"5327","salt","3","","","",""
"5334","acid","3","215921","215920","",""
"5339","progressive-web-apps","7","","","",""
"5341","kanban","3","237395","237394","",""
"5343","visualbasic-powerpacks","1","208528","208527","",""
"5350","keystonejs","2","","","",""
"5355","tampermonkey","8","","","",""
"5358","semáforo","5","","","",""
"5360","typedef","9","","","",""
"5363","ionic3","253","365612","365611","",""
"5366","tcpdf","5","","","",""
"5368","jslider","3","210822","210821","",""
"5369","union-all","7","","","",""
"5376","vuetable","2","","","",""
"5378","code-golf","5","212706","212705","",""
"5379","jinternalframe","10","214801","214800","",""
"5389","pgadmin3","3","","","",""
"5390","pgadmin4","4","","","",""
"5396","oracle12c","35","","","",""
"5397","drive","2","","","",""
"5403","three.js","6","","","",""
"5406","autoload","15","","","",""
"5407","content-type","3","","","",""
"5409","8086","6","","","",""
"5413","vhdl","4","","","",""
"5417","sqlalchemy","41","522471","522470","",""
"5418","application-insights","3","","","",""
"5419","foreach-jstl","3","","","",""
"5420","teste-stress","3","","","",""
"5424","bitcoin","4","267716","267715","",""
"5425","pyinstaller","22","217423","217422","",""
"5428","dryioc","2","217590","217589","",""
"5430","plotly","17","218089","218088","",""
"5434","arredondamento","34","","","",""
"5442","zend-framework-3","5","","","",""
"5445","polly","2","219631","219630","",""
"5446","circuitbreaking","2","219634","219633","",""
"5451","prisma","17","220115","220114","",""
